episode,task,policy,outcome,frames,seconds,closures,closures_per_s,closed_frac
1610,eye_drops_to_basket,diffusion,successful,187,9.3,3,0.3209,0.749
1611,eye_drops_to_basket,diffusion,successful,132,6.6,3,0.4545,0.636
1612,eye_drops_to_basket,diffusion,successful,143,7.2,3,0.4196,0.678
1613,eye_drops_to_basket,diffusion,failure,414,20.7,6,0.2899,0.725
1614,eye_drops_to_basket,diffusion,failure,417,20.9,5,0.2398,0.743
1615,eye_drops_to_basket,diffusion,failure,435,21.8,6,0.2759,0.71
1616,eye_drops_to_basket,diffusion,failure,388,19.4,4,0.2062,0.771
1617,eye_drops_to_basket,diffusion,failure,425,21.2,7,0.3294,0.762
1618,eye_drops_to_basket,diffusion,successful,323,16.1,5,0.3096,0.715
1619,eye_drops_to_basket,diffusion,successful,340,17.0,5,0.2941,0.712
1620,eye_drops_to_basket,diffusion,successful,340,17.0,5,0.2941,0.735
1621,eye_drops_to_basket,diffusion,failure,421,21.1,5,0.2375,0.686
1622,eye_drops_to_basket,diffusion,successful,132,6.6,3,0.4545,0.659
1623,eye_drops_to_basket,diffusion,failure,417,20.9,5,0.2398,0.765
1624,eye_drops_to_basket,diffusion,failure,424,21.2,5,0.2358,0.726
1625,eye_drops_to_basket,diffusion,failure,425,21.2,5,0.2353,0.729
1626,eye_drops_to_basket,diffusion,successful,175,8.8,3,0.3429,0.731
1627,eye_drops_to_basket,diffusion,failure,437,21.9,5,0.2288,0.792
1628,eye_drops_to_basket,diffusion,failure,417,20.9,5,0.2398,0.755
1629,eye_drops_to_basket,act,failure,891,44.5,28,0.6285,0.458
1630,eye_drops_to_basket,act,successful,115,5.8,3,0.5217,0.687
1631,eye_drops_to_basket,act,successful,194,9.7,5,0.5155,0.691
1632,eye_drops_to_basket,act,successful,119,6.0,3,0.5042,0.689
1633,eye_drops_to_basket,act,successful,118,5.9,3,0.5085,0.695
1634,eye_drops_to_basket,act,successful,128,6.4,3,0.4688,0.766
1635,eye_drops_to_basket,act,successful,192,9.6,5,0.5208,0.766
1636,eye_drops_to_basket,act,failure,892,44.6,24,0.5381,0.528
1637,eye_drops_to_basket,act,successful,260,13.0,8,0.6154,0.612
1638,eye_drops_to_basket,act,successful,111,5.5,2,0.3604,0.631
1639,eye_drops_to_basket,act,successful,153,7.7,4,0.5229,0.725
1640,eye_drops_to_basket,act,failure,880,44.0,27,0.6136,0.515
1641,eye_drops_to_basket,act,successful,185,9.2,5,0.5405,0.676
1642,eye_drops_to_basket,act,successful,188,9.4,5,0.5319,0.718
1643,eye_drops_to_basket,act,successful,129,6.5,3,0.4651,0.721
1644,eye_drops_to_basket,act,failure,892,44.6,26,0.583,0.463
1645,eye_drops_to_basket,act,failure,889,44.5,8,0.18,0.862
1646,eye_drops_to_basket,act,failure,878,43.9,20,0.4556,0.526
1647,eye_drops_to_basket,act,successful,152,7.6,3,0.3947,0.816
1648,eye_drops_to_basket,act,failure,898,44.9,22,0.49,0.54
1649,eye_drops_to_basket,act,successful,142,7.1,2,0.2817,0.81
1650,eye_drops_to_basket,act,failure,887,44.4,21,0.4735,0.524
1651,eye_drops_to_basket,act,failure,890,44.5,20,0.4494,0.555
1652,eye_drops_to_basket,act,successful,136,6.8,3,0.4412,0.757
1653,eye_drops_to_basket,act,successful,156,7.8,3,0.3846,0.795
1654,eye_drops_to_basket,act,failure,887,44.4,27,0.6088,0.537
1655,eye_drops_to_basket,act,failure,894,44.7,28,0.6264,0.46
1656,eye_drops_to_basket,act,successful,141,7.0,3,0.4255,0.78
1657,eye_drops_to_basket,act,successful,133,6.7,3,0.4511,0.729
1658,eye_drops_to_basket,act,successful,90,4.5,3,0.6667,0.556
1659,eye_drops_to_basket,smolvla,failure,471,23.6,3,0.1274,0.87
1660,eye_drops_to_basket,smolvla,failure,483,24.1,2,0.0828,0.942
1661,eye_drops_to_basket,smolvla,successful,210,10.5,3,0.2857,0.795
1662,eye_drops_to_basket,smolvla,failure,481,24.1,4,0.1663,0.798
1663,eye_drops_to_basket,smolvla,failure,484,24.2,8,0.3306,0.692
1664,eye_drops_to_basket,smolvla,successful,304,15.2,4,0.2632,0.707
1665,eye_drops_to_basket,smolvla,failure,483,24.1,8,0.3313,0.636
1666,eye_drops_to_basket,smolvla,failure,482,24.1,4,0.166,0.776
1667,eye_drops_to_basket,smolvla,failure,478,23.9,7,0.2929,0.724
1668,eye_drops_to_basket,smolvla,failure,479,23.9,3,0.1253,0.914
1669,eye_drops_to_basket,smolvla,failure,484,24.2,7,0.2893,0.736
1670,eye_drops_to_basket,smolvla,failure,480,24.0,11,0.4583,0.579
1671,eye_drops_to_basket,smolvla,failure,477,23.9,8,0.3354,0.746
1672,eye_drops_to_basket,smolvla,failure,160,8.0,3,0.375,0.744
1673,eye_drops_to_basket,smolvla,failure,475,23.8,3,0.1263,0.897
1674,eye_drops_to_basket,smolvla,successful,146,7.3,3,0.411,0.692
1675,eye_drops_to_basket,smolvla,failure,134,6.7,3,0.4478,0.679
1676,eye_drops_to_basket,smolvla,successful,110,5.5,2,0.3636,0.536
1677,eye_drops_to_basket,smolvla,failure,480,24.0,8,0.3333,0.669
1678,eye_drops_to_basket,smolvla,successful,140,7.0,3,0.4286,0.729
1679,eye_drops_to_basket,smolvla,successful,251,12.6,5,0.3984,0.653
1680,eye_drops_to_basket,smolvla,failure,482,24.1,3,0.1245,0.917
1681,eye_drops_to_basket,smolvla,failure,484,24.2,9,0.3719,0.61
1682,eye_drops_to_basket,smolvla,failure,482,24.1,10,0.4149,0.506
1683,eye_drops_to_basket,smolvla,failure,484,24.2,10,0.4132,0.512
1684,eye_drops_to_basket,smolvla,failure,481,24.1,3,0.1247,0.915
1685,eye_drops_to_basket,smolvla,failure,479,23.9,7,0.2923,0.722
1686,eye_drops_to_basket,smolvla,successful,115,5.8,3,0.5217,0.652
1687,eye_drops_to_basket,smolvla,failure,475,23.8,9,0.3789,0.568
1688,eye_drops_to_basket,smolvla,failure,485,24.2,9,0.3711,0.571
1689,eye_drops_to_basket,molmoact2,failure,408,20.4,6,0.2941,0.559
1690,eye_drops_to_basket,molmoact2,failure,423,21.1,7,0.331,0.617
1691,eye_drops_to_basket,molmoact2,failure,392,19.6,6,0.3061,0.617
1692,eye_drops_to_basket,molmoact2,failure,427,21.4,6,0.281,0.677
1693,eye_drops_to_basket,molmoact2,failure,427,21.4,5,0.2342,0.74
1694,eye_drops_to_basket,molmoact2,failure,439,21.9,8,0.3645,0.567
1695,eye_drops_to_basket,molmoact2,successful,240,12.0,4,0.3333,0.725
1696,eye_drops_to_basket,molmoact2,failure,438,21.9,6,0.274,0.687
1697,eye_drops_to_basket,molmoact2,failure,439,21.9,7,0.3189,0.667
1698,eye_drops_to_basket,molmoact2,failure,439,21.9,4,0.1822,0.834
1699,eye_drops_to_basket,molmoact2,failure,435,21.8,8,0.3678,0.446
1700,eye_drops_to_basket,molmoact2,failure,441,22.1,9,0.4082,0.59
1701,eye_drops_to_basket,molmoact2,failure,440,22.0,5,0.2273,0.716
1702,eye_drops_to_basket,molmoact2,failure,432,21.6,8,0.3704,0.481
1703,eye_drops_to_basket,molmoact2,failure,443,22.1,10,0.4515,0.26
1704,eye_drops_to_basket,molmoact2,failure,430,21.5,8,0.3721,0.251
1705,eye_drops_to_basket,molmoact2,failure,445,22.2,7,0.3146,0.216
1706,eye_drops_to_basket,molmoact2,failure,432,21.6,7,0.3241,0.317
1707,eye_drops_to_basket,molmoact2,failure,441,22.1,7,0.3175,0.585
1708,eye_drops_to_basket,molmoact2,failure,445,22.2,10,0.4494,0.272
1709,eye_drops_to_basket,molmoact2,failure,449,22.4,8,0.3563,0.278
1710,eye_drops_to_basket,molmoact2,failure,451,22.6,9,0.3991,0.275
1711,eye_drops_to_basket,molmoact2,failure,425,21.2,7,0.3294,0.569
1712,eye_drops_to_basket,molmoact2,failure,445,22.2,8,0.3596,0.449
1713,eye_drops_to_basket,molmoact2,failure,444,22.2,8,0.3604,0.309
1714,eye_drops_to_basket,molmoact2,failure,450,22.5,9,0.4,0.244
1715,eye_drops_to_basket,molmoact2,failure,442,22.1,7,0.3167,0.333
1716,eye_drops_to_basket,molmoact2,failure,436,21.8,8,0.367,0.406
1717,eye_drops_to_basket,molmoact2,failure,405,20.2,7,0.3457,0.528
1718,eye_drops_to_basket,molmoact2,failure,420,21.0,13,0.619,0.243
1719,eye_drops_to_basket,molmoact2,successful,181,9.1,3,0.3315,0.779
1720,eye_drops_to_basket,molmoact2,successful,128,6.4,3,0.4688,0.68
1721,eye_drops_to_basket,molmoact2,successful,151,7.5,3,0.3974,0.748
1722,eye_drops_to_basket,molmoact2,failure,430,21.5,8,0.3721,0.551
1723,eye_drops_to_basket,molmoact2,failure,439,21.9,8,0.3645,0.597
1724,eye_drops_to_basket,molmoact2,successful,154,7.7,3,0.3896,0.747
1725,eye_drops_to_basket,molmoact2,successful,148,7.4,3,0.4054,0.709
1726,eye_drops_to_basket,molmoact2,successful,150,7.5,3,0.4,0.74
1727,eye_drops_to_basket,molmoact2,successful,163,8.2,3,0.3681,0.736
1728,eye_drops_to_basket,molmoact2,successful,173,8.7,3,0.3468,0.769
1729,eye_drops_to_basket,molmoact2,failure,421,21.1,6,0.285,0.67
1730,eye_drops_to_basket,molmoact2,successful,144,7.2,3,0.4167,0.715
1731,eye_drops_to_basket,molmoact2,successful,421,21.1,6,0.285,0.72
1732,eye_drops_to_basket,molmoact2,successful,137,6.8,3,0.438,0.715
1733,eye_drops_to_basket,molmoact2,successful,135,6.8,3,0.4444,0.696
1734,eye_drops_to_basket,molmoact2,failure,418,20.9,6,0.2871,0.605
1735,eye_drops_to_basket,molmoact2,failure,436,21.8,8,0.367,0.511
1736,eye_drops_to_basket,molmoact2,successful,392,19.6,8,0.4082,0.605
1737,eye_drops_to_basket,molmoact2,failure,448,22.4,8,0.3571,0.529
1738,eye_drops_to_basket,molmoact2,failure,432,21.6,6,0.2778,0.738
1739,eye_drops_to_basket,molmoact2,successful,155,7.8,3,0.3871,0.748
1740,eye_drops_to_basket,molmoact2,failure,448,22.4,9,0.4018,0.554
1741,eye_drops_to_basket,molmoact2,successful,148,7.4,3,0.4054,0.736
1742,eye_drops_to_basket,molmoact2,failure,448,22.4,7,0.3125,0.587
1743,eye_drops_to_basket,molmoact2,successful,237,11.8,5,0.4219,0.658
1744,eye_drops_to_basket,molmoact2,successful,151,7.5,3,0.3974,0.722
1745,eye_drops_to_basket,molmoact2,failure,448,22.4,5,0.2232,0.725
1746,eye_drops_to_basket,molmoact2,successful,149,7.5,3,0.4027,0.732
1747,eye_drops_to_basket,molmoact2,successful,143,7.2,3,0.4196,0.727
1748,eye_drops_to_basket,molmoact2,failure,446,22.3,3,0.1345,0.857
1749,eye_drops_to_basket,grootn1.7,successful,145,7.2,3,0.4138,0.703
1750,eye_drops_to_basket,grootn1.7,successful,130,6.5,3,0.4615,0.723
1751,eye_drops_to_basket,grootn1.7,successful,140,7.0,3,0.4286,0.686
1752,eye_drops_to_basket,grootn1.7,failure,353,17.6,16,0.9065,0.535
1753,eye_drops_to_basket,grootn1.7,successful,143,7.2,4,0.5594,0.692
1754,eye_drops_to_basket,grootn1.7,successful,160,8.0,3,0.375,0.681
1755,eye_drops_to_basket,grootn1.7,successful,131,6.5,3,0.458,0.695
1756,eye_drops_to_basket,grootn1.7,successful,160,8.0,3,0.375,0.637
1757,eye_drops_to_basket,grootn1.7,successful,140,7.0,3,0.4286,0.707
1758,eye_drops_to_basket,grootn1.7,successful,151,7.5,4,0.5298,0.709
1759,eye_drops_to_basket,grootn1.7,successful,150,7.5,4,0.5333,0.667
1760,eye_drops_to_basket,grootn1.7,successful,140,7.0,4,0.5714,0.671
1761,eye_drops_to_basket,grootn1.7,failure,353,17.6,11,0.6232,0.484
1762,eye_drops_to_basket,grootn1.7,successful,148,7.4,4,0.5405,0.73
1763,eye_drops_to_basket,grootn1.7,successful,149,7.5,4,0.5369,0.738
1764,eye_drops_to_basket,grootn1.7,failure,374,18.7,11,0.5882,0.476
1765,eye_drops_to_basket,grootn1.7,failure,272,13.6,6,0.4412,0.574
1766,eye_drops_to_basket,grootn1.7,failure,369,18.4,9,0.4878,0.577
1767,eye_drops_to_basket,grootn1.7,successful,300,15.0,7,0.4667,0.57
1768,eye_drops_to_basket,grootn1.7,failure,369,18.4,11,0.5962,0.463
1769,eye_drops_to_basket,grootn1.7,successful,366,18.3,9,0.4918,0.563
1770,eye_drops_to_basket,grootn1.7,successful,170,8.5,4,0.4706,0.694
1771,eye_drops_to_basket,grootn1.7,successful,140,7.0,3,0.4286,0.721
1772,eye_drops_to_basket,grootn1.7,successful,183,9.2,4,0.4372,0.546
1773,eye_drops_to_basket,grootn1.7,failure,197,9.8,5,0.5076,0.452
1774,eye_drops_to_basket,grootn1.7,failure,383,19.1,11,0.5744,0.47
1775,eye_drops_to_basket,grootn1.7,successful,382,19.1,12,0.6283,0.599
1776,eye_drops_to_basket,grootn1.7,failure,286,14.3,7,0.4895,0.42
1777,eye_drops_to_basket,grootn1.7,failure,375,18.8,10,0.5333,0.509
1778,eye_drops_to_basket,grootn1.7,successful,145,7.2,3,0.4138,0.71
1779,eye_drops_to_basket,pi0,successful,143,7.2,3,0.4196,0.734
1780,eye_drops_to_basket,pi0,successful,159,8.0,3,0.3774,0.761
1781,eye_drops_to_basket,pi0,successful,296,14.8,5,0.3378,0.767
1782,eye_drops_to_basket,pi0,successful,464,23.2,5,0.2155,0.78
1783,eye_drops_to_basket,pi0,successful,149,7.5,3,0.4027,0.772
1784,eye_drops_to_basket,pi0,failure,250,12.5,4,0.32,0.728
1785,eye_drops_to_basket,pi0,successful,257,12.8,5,0.3891,0.669
1786,eye_drops_to_basket,pi0,successful,278,13.9,4,0.2878,0.748
1787,eye_drops_to_basket,pi0,successful,232,11.6,4,0.3448,0.69
1788,eye_drops_to_basket,pi0,successful,167,8.3,3,0.3593,0.76
1789,eye_drops_to_basket,pi0,successful,179,8.9,3,0.3352,0.788
1790,eye_drops_to_basket,pi0,successful,156,7.8,3,0.3846,0.769
1791,eye_drops_to_basket,pi0,successful,160,8.0,3,0.375,0.7
1792,eye_drops_to_basket,pi0,failure,197,9.8,4,0.4061,0.563
1793,eye_drops_to_basket,pi0,failure,417,20.9,4,0.1918,0.719
1794,eye_drops_to_basket,pi0,successful,148,7.4,3,0.4054,0.723
1795,eye_drops_to_basket,pi0,failure,159,8.0,3,0.3774,0.604
1796,eye_drops_to_basket,pi0,failure,483,24.1,7,0.2899,0.683
1797,eye_drops_to_basket,pi0,successful,172,8.6,3,0.3488,0.75
1798,eye_drops_to_basket,pi0,successful,145,7.2,3,0.4138,0.703
1799,eye_drops_to_basket,pi0,failure,477,23.9,5,0.2096,0.706
1800,eye_drops_to_basket,pi0,successful,171,8.6,3,0.3509,0.766
1801,eye_drops_to_basket,pi0,failure,240,12.0,3,0.25,0.708
1802,eye_drops_to_basket,pi0,failure,484,24.2,7,0.2893,0.744
1803,eye_drops_to_basket,pi0,failure,480,24.0,7,0.2917,0.613
1804,eye_drops_to_basket,pi0,successful,151,7.5,3,0.3974,0.715
1805,eye_drops_to_basket,pi0,successful,162,8.1,3,0.3704,0.741
1806,eye_drops_to_basket,pi0,successful,204,10.2,3,0.2941,0.76
1807,eye_drops_to_basket,pi0,successful,170,8.5,3,0.3529,0.718
1808,eye_drops_to_basket,pi0,successful,222,11.1,4,0.3604,0.676
1809,eye_drops_to_basket,pi0.5,successful,137,6.8,3,0.438,0.715
1810,eye_drops_to_basket,pi0.5,successful,162,8.1,3,0.3704,0.759
1811,eye_drops_to_basket,pi0.5,successful,144,7.2,3,0.4167,0.722
1812,eye_drops_to_basket,pi0.5,successful,151,7.5,3,0.3974,0.722
1813,eye_drops_to_basket,pi0.5,failure,358,17.9,7,0.3911,0.589
1814,eye_drops_to_basket,pi0.5,successful,160,8.0,3,0.375,0.738
1815,eye_drops_to_basket,pi0.5,successful,176,8.8,3,0.3409,0.75
1816,eye_drops_to_basket,pi0.5,successful,144,7.2,3,0.4167,0.701
1817,eye_drops_to_basket,pi0.5,successful,161,8.1,3,0.3727,0.739
1818,eye_drops_to_basket,pi0.5,successful,160,8.0,3,0.375,0.738
1819,eye_drops_to_basket,pi0.5,successful,147,7.3,3,0.4082,0.721
1820,eye_drops_to_basket,pi0.5,successful,156,7.8,3,0.3846,0.731
1821,eye_drops_to_basket,pi0.5,successful,474,23.7,7,0.2954,0.745
1822,eye_drops_to_basket,pi0.5,successful,160,8.0,3,0.375,0.756
1823,eye_drops_to_basket,pi0.5,failure,476,23.8,6,0.2521,0.725
1824,eye_drops_to_basket,pi0.5,failure,482,24.1,8,0.332,0.585
1825,eye_drops_to_basket,pi0.5,failure,480,24.0,9,0.375,0.56
1826,eye_drops_to_basket,pi0.5,failure,412,20.6,7,0.3398,0.551
1827,eye_drops_to_basket,pi0.5,successful,156,7.8,3,0.3846,0.686
1828,eye_drops_to_basket,pi0.5,failure,481,24.1,6,0.2495,0.792
1829,eye_drops_to_basket,pi0.5,successful,155,7.8,3,0.3871,0.697
1830,eye_drops_to_basket,pi0.5,successful,140,7.0,3,0.4286,0.671
1831,eye_drops_to_basket,pi0.5,successful,312,15.6,5,0.3205,0.731
1832,eye_drops_to_basket,pi0.5,successful,148,7.4,3,0.4054,0.696
1833,eye_drops_to_basket,pi0.5,failure,480,24.0,9,0.375,0.59
1834,eye_drops_to_basket,pi0.5,failure,478,23.9,7,0.2929,0.68
1835,eye_drops_to_basket,pi0.5,failure,479,23.9,8,0.334,0.689
1836,eye_drops_to_basket,pi0.5,failure,471,23.6,9,0.3822,0.718
1837,eye_drops_to_basket,pi0.5,successful,330,16.5,6,0.3636,0.697
1838,eye_drops_to_basket,pi0.5,successful,330,16.5,6,0.3636,0.679
1839,eye_drops_to_basket,teleoperated,successful,242,12.1,3,0.2479,0.798
1840,eye_drops_to_basket,teleoperated,successful,158,7.9,3,0.3797,0.759
1841,eye_drops_to_basket,teleoperated,successful,141,7.0,3,0.4255,0.709
1842,eye_drops_to_basket,teleoperated,successful,149,7.5,3,0.4027,0.805
1843,eye_drops_to_basket,teleoperated,successful,132,6.6,3,0.4545,0.72
1844,eye_drops_to_basket,teleoperated,successful,160,8.0,3,0.375,0.75
1845,eye_drops_to_basket,teleoperated,successful,146,7.3,3,0.411,0.76
1846,eye_drops_to_basket,teleoperated,successful,171,8.6,3,0.3509,0.749
1847,eye_drops_to_basket,teleoperated,successful,147,7.3,3,0.4082,0.769
1848,eye_drops_to_basket,teleoperated,successful,202,10.1,3,0.297,0.777
1849,eye_drops_to_basket,teleoperated,successful,172,8.6,3,0.3488,0.762
1850,eye_drops_to_basket,teleoperated,successful,183,9.2,3,0.3279,0.738
1851,eye_drops_to_basket,teleoperated,successful,200,10.0,3,0.3,0.77
1852,eye_drops_to_basket,teleoperated,successful,190,9.5,3,0.3158,0.758
1853,eye_drops_to_basket,teleoperated,successful,175,8.8,3,0.3429,0.771
1854,eye_drops_to_basket,teleoperated,successful,187,9.3,3,0.3209,0.668
1855,eye_drops_to_basket,teleoperated,successful,226,11.3,3,0.2655,0.668
1856,eye_drops_to_basket,teleoperated,successful,181,9.1,3,0.3315,0.729
1857,eye_drops_to_basket,teleoperated,successful,213,10.7,3,0.2817,0.751
1858,eye_drops_to_basket,teleoperated,successful,156,7.8,3,0.3846,0.712
1859,eye_drops_to_basket,teleoperated,successful,201,10.1,3,0.2985,0.791
1860,eye_drops_to_basket,teleoperated,successful,179,8.9,3,0.3352,0.749
1861,eye_drops_to_basket,teleoperated,successful,158,7.9,3,0.3797,0.709
1862,eye_drops_to_basket,teleoperated,successful,151,7.5,3,0.3974,0.735
1863,eye_drops_to_basket,teleoperated,successful,181,9.1,3,0.3315,0.707
1864,eye_drops_to_basket,teleoperated,successful,194,9.7,3,0.3093,0.784
1865,eye_drops_to_basket,teleoperated,successful,158,7.9,3,0.3797,0.759
1866,eye_drops_to_basket,teleoperated,successful,236,11.8,4,0.339,0.64
1867,eye_drops_to_basket,teleoperated,successful,182,9.1,3,0.3297,0.764
1868,eye_drops_to_basket,teleoperated,successful,178,8.9,3,0.3371,0.781
1869,eye_drops_to_basket,teleoperated,successful,164,8.2,3,0.3659,0.75
1870,eye_drops_to_basket,teleoperated,successful,179,8.9,3,0.3352,0.793
1871,eye_drops_to_basket,teleoperated,successful,169,8.4,3,0.355,0.74
1872,eye_drops_to_basket,teleoperated,successful,174,8.7,3,0.3448,0.747
1873,eye_drops_to_basket,teleoperated,successful,169,8.4,3,0.355,0.763
1874,eye_drops_to_basket,teleoperated,successful,169,8.4,3,0.355,0.817
1875,eye_drops_to_basket,teleoperated,successful,172,8.6,3,0.3488,0.75
1876,eye_drops_to_basket,teleoperated,successful,162,8.1,3,0.3704,0.802
1877,eye_drops_to_basket,teleoperated,successful,277,13.8,4,0.2888,0.574
1878,eye_drops_to_basket,teleoperated,successful,159,8.0,3,0.3774,0.698
1879,eye_drops_to_basket,teleoperated,successful,164,8.2,3,0.3659,0.738
1880,eye_drops_to_basket,teleoperated,successful,202,10.1,3,0.297,0.752
1881,eye_drops_to_basket,teleoperated,successful,322,16.1,4,0.2484,0.525
1882,eye_drops_to_basket,teleoperated,successful,210,10.5,3,0.2857,0.729
1883,eye_drops_to_basket,teleoperated,successful,191,9.6,3,0.3141,0.764
1884,eye_drops_to_basket,teleoperated,successful,215,10.8,3,0.2791,0.744
1885,eye_drops_to_basket,teleoperated,successful,167,8.3,3,0.3593,0.743
1886,eye_drops_to_basket,teleoperated,successful,183,9.2,3,0.3279,0.776
1887,eye_drops_to_basket,teleoperated,successful,169,8.4,3,0.355,0.704
1888,eye_drops_to_basket,teleoperated,successful,161,8.1,3,0.3727,0.739
1889,cable_clip,diffusion,failure,919,46.0,9,0.1959,0.756
1890,cable_clip,diffusion,failure,925,46.2,6,0.1297,0.457
1891,cable_clip,diffusion,failure,917,45.9,4,0.0872,0.178
1892,cable_clip,diffusion,failure,882,44.1,6,0.1361,0.803
1893,cable_clip,diffusion,failure,874,43.7,6,0.1373,0.198
1894,cable_clip,diffusion,failure,831,41.5,1,0.0241,0.13
1895,cable_clip,diffusion,failure,859,43.0,1,0.0233,1.0
1896,cable_clip,diffusion,failure,879,44.0,1,0.0228,1.0
1897,cable_clip,diffusion,failure,849,42.5,1,0.0236,1.0
1898,cable_clip,diffusion,failure,885,44.2,7,0.1582,0.854
1899,cable_clip,diffusion,failure,891,44.5,4,0.0898,0.398
1900,cable_clip,diffusion,failure,863,43.1,13,0.3013,0.591
1901,cable_clip,diffusion,failure,888,44.4,3,0.0676,0.484
1902,cable_clip,diffusion,failure,895,44.8,11,0.2458,0.369
1903,cable_clip,diffusion,failure,899,45.0,2,0.0445,0.207
1904,cable_clip,diffusion,failure,933,46.6,10,0.2144,0.667
1905,cable_clip,diffusion,failure,933,46.6,13,0.2787,0.563
1906,cable_clip,diffusion,failure,927,46.4,14,0.302,0.638
1907,cable_clip,diffusion,failure,930,46.5,25,0.5376,0.489
1908,cable_clip,diffusion,failure,930,46.5,10,0.2151,0.68
1909,cable_clip,diffusion,failure,928,46.4,9,0.194,0.206
1910,cable_clip,diffusion,failure,907,45.4,10,0.2205,0.673
1911,cable_clip,diffusion,failure,919,46.0,28,0.6094,0.559
1912,cable_clip,diffusion,failure,903,45.1,9,0.1993,0.783
1913,cable_clip,diffusion,failure,924,46.2,6,0.1299,0.594
1914,cable_clip,diffusion,failure,912,45.6,1,0.0219,1.0
1915,cable_clip,diffusion,failure,912,45.6,2,0.0439,0.908
1916,cable_clip,diffusion,failure,926,46.3,4,0.0864,0.965
1917,cable_clip,diffusion,failure,897,44.9,5,0.1115,0.901
1918,cable_clip,diffusion,failure,904,45.2,11,0.2434,0.611
1919,cable_clip,act,failure,977,48.9,10,0.2047,0.826
1920,cable_clip,act,failure,956,47.8,13,0.272,0.924
1921,cable_clip,act,failure,952,47.6,7,0.1471,0.933
1922,cable_clip,act,failure,953,47.6,11,0.2308,0.772
1923,cable_clip,act,failure,952,47.6,11,0.2311,0.829
1924,cable_clip,act,failure,942,47.1,11,0.2335,0.937
1925,cable_clip,act,failure,927,46.4,12,0.2589,0.959
1926,cable_clip,act,failure,891,44.5,10,0.2245,0.955
1927,cable_clip,act,failure,918,45.9,11,0.2397,0.885
1928,cable_clip,act,failure,911,45.5,11,0.2415,0.859
1929,cable_clip,act,failure,919,46.0,10,0.2176,0.785
1930,cable_clip,act,failure,927,46.4,13,0.2805,0.781
1931,cable_clip,act,failure,888,44.4,11,0.2477,0.791
1932,cable_clip,act,failure,926,46.3,9,0.1944,0.176
1933,cable_clip,act,failure,912,45.6,8,0.1754,0.799
1934,cable_clip,act,failure,979,49.0,8,0.1634,0.761
1935,cable_clip,act,failure,978,48.9,5,0.1022,0.94
1936,cable_clip,act,failure,983,49.1,6,0.1221,0.955
1937,cable_clip,act,failure,965,48.2,12,0.2487,0.874
1938,cable_clip,act,failure,970,48.5,12,0.2474,0.915
1939,cable_clip,act,failure,977,48.9,11,0.2252,0.927
1940,cable_clip,act,failure,966,48.3,4,0.0828,0.972
1941,cable_clip,act,failure,927,46.4,12,0.2589,0.889
1942,cable_clip,act,failure,929,46.5,6,0.1292,0.842
1943,cable_clip,act,failure,951,47.5,13,0.2734,0.8
1944,cable_clip,act,failure,910,45.5,12,0.2637,0.511
1945,cable_clip,act,failure,896,44.8,7,0.1562,0.225
1946,cable_clip,act,failure,920,46.0,12,0.2609,0.797
1947,cable_clip,act,failure,917,45.9,13,0.2835,0.315
1948,cable_clip,act,failure,937,46.9,10,0.2134,0.93
1949,cable_clip,act,failure,985,49.2,2,0.0406,0.979
1950,cable_clip,act,failure,995,49.8,4,0.0804,0.978
1951,cable_clip,act,failure,987,49.4,4,0.0811,0.969
1952,cable_clip,act,failure,988,49.4,3,0.0607,0.989
1953,cable_clip,act,failure,988,49.4,2,0.0405,0.98
1954,cable_clip,act,failure,989,49.5,4,0.0809,0.987
1955,cable_clip,act,failure,996,49.8,7,0.1406,0.949
1956,cable_clip,act,failure,993,49.6,1,0.0201,1.0
1957,cable_clip,act,failure,993,49.6,5,0.1007,0.985
1958,cable_clip,act,failure,994,49.7,1,0.0201,1.0
1959,cable_clip,act,failure,993,49.6,2,0.0403,0.998
1960,cable_clip,act,failure,992,49.6,13,0.2621,0.915
1961,cable_clip,act,failure,991,49.5,6,0.1211,0.556
1962,cable_clip,act,failure,990,49.5,4,0.0808,0.976
1963,cable_clip,act,failure,993,49.6,18,0.3625,0.906
1964,cable_clip,act,failure,987,49.4,8,0.1621,0.919
1965,cable_clip,act,failure,997,49.9,20,0.4012,0.615
1966,cable_clip,act,failure,991,49.5,17,0.3431,0.739
1967,cable_clip,act,failure,994,49.7,4,0.0805,0.975
1968,cable_clip,act,failure,475,23.8,14,0.5895,0.714
1969,cable_clip,act,failure,870,43.5,16,0.3678,0.701
1970,cable_clip,act,failure,837,41.9,14,0.3345,0.883
1971,cable_clip,act,failure,997,49.9,14,0.2808,0.889
1972,cable_clip,act,failure,993,49.6,22,0.4431,0.559
1973,cable_clip,act,failure,381,19.1,5,0.2625,0.927
1974,cable_clip,act,failure,153,7.7,4,0.5229,0.503
1975,cable_clip,act,failure,982,49.1,22,0.4481,0.56
1976,cable_clip,act,failure,988,49.4,22,0.4453,0.765
1977,cable_clip,act,failure,998,49.9,20,0.4008,0.802
1978,cable_clip,act,failure,955,47.8,25,0.5236,0.652
1979,cable_clip,smolvla,failure,864,43.2,11,0.2546,0.623
1980,cable_clip,smolvla,failure,868,43.4,10,0.2304,0.588
1981,cable_clip,smolvla,failure,871,43.5,14,0.3215,0.428
1982,cable_clip,smolvla,failure,871,43.5,12,0.2755,0.536
